fecha,dia_semana,hora,tipo_tramite,personas_en_fila,ventanillas_abiertas,tiempo_espera_min
2026-01-12,Martes,15,Carnet,34,2,33.0
2026-03-14,Jueves,11,Carnet,87,6,26.5
2026-03-17,Martes,14,Licencia,85,6,26.17
2026-04-30,Lunes,13,Carnet,63,3,37.0
2026-01-01,Martes,17,Certificado,29,4,15.25
2026-01-31,Miércoles,13,Licencia,122,2,70.0
2026-01-06,Miércoles,10,Impuestos,97,6,34.17
2026-04-06,Jueves,8,Licencia,77,2,47.5
2026-03-17,Martes,16,Carnet,8,5,10.6
2026-02-03,Jueves,12,Carnet,110,4,42.5
2026-01-30,Viernes,8,Licencia,100,3,42.33
2026-01-20,Miércoles,8,Impuestos,50,5,29.0
2026-01-16,Miércoles,15,Impuestos,27,3,28.0
2026-02-03,Viernes,8,Licencia,45,3,29.0
2026-01-28,Miércoles,12,Impuestos,78,2,51.0
2026-03-07,Lunes,7,Impuestos,24,4,16.0
2026-04-20,Lunes,14,Impuestos,131,6,33.83
2026-01-14,Martes,9,Pasaporte,47,2,29.5
2026-01-26,Lunes,13,Licencia,107,2,66.5
2026-01-09,Lunes,10,Carnet,97,5,28.4
2026-01-16,Viernes,7,Impuestos,34,2,27.0
2026-04-16,Jueves,13,Pasaporte,123,2,78.5
2026-02-15,Miércoles,10,Impuestos,98,3,45.67
2026-04-24,Miércoles,9,Impuestos,42,6,19.0
2026-02-22,Miércoles,15,Impuestos,35,2,24.5
2026-01-18,Viernes,13,Licencia,85,6,26.17
2026-02-18,Miércoles,12,Certificado,121,6,40.17
2026-03-06,Lunes,12,Carnet,109,4,37.25
2026-03-18,Jueves,10,Certificado,41,4,16.25
2026-02-15,Martes,16,Pasaporte,19,3,14.33
2026-02-04,Miércoles,15,Pasaporte,8,3,19.67
2026-01-23,Viernes,10,Licencia,77,4,35.25
2026-04-01,Viernes,12,Pasaporte,132,6,31.0
2026-04-18,Jueves,14,Licencia,129,4,42.25
2026-01-12,Lunes,7,Certificado,19,6,15.17
2026-03-03,Martes,7,Carnet,26,6,15.33
2026-04-02,Lunes,9,Pasaporte,98,4,30.5
2026-03-17,Lunes,9,Carnet,89,2,60.5
2026-04-01,Miércoles,17,Carnet,30,6,13.0
2026-02-11,Miércoles,9,Pasaporte,50,5,30.0
2026-04-01,Jueves,15,Carnet,27,3,19.0
2026-04-04,Viernes,11,Impuestos,48,3,21.0
2026-04-19,Viernes,16,Pasaporte,7,3,17.33
2026-03-23,Miércoles,16,Licencia,11,5,11.2
2026-01-31,Miércoles,12,Impuestos,100,3,40.33
2026-01-02,Miércoles,11,Carnet,53,3,24.67
2026-04-11,Jueves,8,Impuestos,86,2,49.0
2026-04-04,Jueves,13,Carnet,81,5,36.2
2026-03-11,Martes,13,Impuestos,72,5,26.4
2026-01-10,Miércoles,7,Licencia,23,2,26.5
2026-01-10,Lunes,12,Certificado,81,5,26.2
2026-05-01,Lunes,8,Impuestos,61,6,30.17
2026-05-01,Martes,17,Licencia,15,6,20.5
2026-01-13,Viernes,12,Certificado,86,3,46.67
2026-02-03,Lunes,17,Licencia,23,4,17.75
2026-02-20,Lunes,16,Carnet,40,5,17.0
2026-01-01,Martes,13,Licencia,71,4,37.75
2026-01-04,Jueves,10,Licencia,50,4,19.5
2026-02-09,Lunes,13,Certificado,120,5,37.0
2026-02-19,Martes,9,Impuestos,63,5,28.6
2026-01-06,Martes,11,Carnet,68,5,26.6
2026-03-14,Miércoles,7,Certificado,14,2,14.0
2026-02-22,Jueves,16,Certificado,19,6,9.17
2026-02-23,Jueves,15,Carnet,35,6,17.83
2026-01-11,Lunes,13,Impuestos,64,6,19.67
2026-01-23,Lunes,9,Impuestos,53,3,26.67
2026-01-11,Viernes,17,Carnet,32,3,19.67
2026-02-10,Viernes,8,Carnet,45,5,26.0
2026-04-20,Viernes,11,Certificado,73,5,19.6
2026-03-08,Martes,13,Certificado,74,5,23.8
2026-03-17,Miércoles,16,Certificado,11,2,13.5
2026-04-23,Jueves,12,Certificado,112,4,45.0
2026-03-19,Jueves,14,Pasaporte,64,3,34.33
2026-03-21,Miércoles,16,Pasaporte,30,2,32.0
2026-01-07,Miércoles,14,Carnet,94,4,28.5
2026-02-09,Martes,11,Pasaporte,93,5,26.6
2026-02-08,Viernes,14,Licencia,101,4,43.25
2026-01-25,Viernes,14,Carnet,87,5,37.4
2026-04-16,Miércoles,7,Certificado,37,3,19.33
2026-02-21,Martes,9,Pasaporte,89,6,19.83
2026-04-23,Lunes,10,Impuestos,93,2,58.5
2026-01-07,Jueves,12,Certificado,85,4,37.25
2026-02-20,Miércoles,17,Impuestos,12,2,18.0
2026-03-18,Miércoles,14,Pasaporte,82,5,32.4
2026-04-18,Lunes,11,Impuestos,87,2,57.5
2026-01-07,Martes,9,Pasaporte,94,6,26.67
2026-03-28,Lunes,10,Impuestos,57,5,16.4
2026-04-27,Martes,9,Carnet,81,3,32.0
2026-03-19,Jueves,11,Carnet,85,4,39.25
2026-02-28,Viernes,11,Certificado,53,5,24.6
2026-02-20,Viernes,16,Certificado,11,2,21.5
2026-03-19,Lunes,11,Carnet,59,2,49.5
2026-02-05,Miércoles,17,Pasaporte,25,4,19.25
2026-01-20,Miércoles,15,Pasaporte,20,2,27.0
2026-04-03,Jueves,7,Impuestos,36,4,22.0
2026-02-19,Viernes,7,Impuestos,17,4,16.25
2026-04-27,Martes,17,Certificado,27,6,18.5
2026-01-24,Miércoles,11,Certificado,46,5,18.2
2026-04-08,Martes,9,Carnet,100,4,32.0
2026-01-29,Miércoles,11,Certificado,66,4,32.5
2026-02-07,Viernes,14,Certificado,75,5,21.0
2026-05-01,Viernes,16,Licencia,9,5,12.8
2026-04-22,Jueves,17,Licencia,29,6,18.83
2026-04-22,Jueves,9,Certificado,48,3,31.0
2026-04-25,Lunes,14,Impuestos,78,4,29.5
2026-02-12,Lunes,17,Impuestos,16,4,10.0
2026-02-05,Jueves,10,Licencia,88,3,39.33
2026-01-17,Jueves,16,Impuestos,32,5,23.4
2026-02-19,Miércoles,7,Licencia,7,6,12.17
2026-04-25,Lunes,12,Pasaporte,127,3,47.33
2026-01-29,Jueves,12,Certificado,99,3,41.0
2026-03-17,Miércoles,11,Carnet,50,2,31.0
2026-02-28,Martes,15,Carnet,38,4,27.5
2026-04-26,Jueves,14,Licencia,105,3,45.0
2026-01-30,Lunes,10,Certificado,86,3,39.67
2026-03-06,Jueves,9,Carnet,47,4,17.75
2026-04-09,Lunes,15,Licencia,8,6,7.33
2026-01-07,Lunes,8,Certificado,66,5,30.2
2026-02-02,Miércoles,14,Impuestos,79,3,31.33
2026-03-26,Viernes,8,Certificado,82,6,26.67
2026-03-31,Miércoles,9,Licencia,66,2,41.0
2026-04-11,Miércoles,8,Certificado,71,3,34.67
2026-01-26,Lunes,12,Certificado,112,4,38.0
2026-03-05,Martes,10,Licencia,84,5,31.8
2026-01-02,Martes,17,Licencia,10,2,25.0
2026-04-10,Martes,15,Impuestos,9,2,17.5
2026-02-07,Martes,11,Licencia,69,2,42.5
2026-04-20,Lunes,11,Licencia,63,4,33.75
2026-04-19,Miércoles,7,Carnet,5,3,11.67
2026-04-25,Miércoles,14,Carnet,139,4,41.75
2026-01-24,Miércoles,8,Impuestos,65,5,32.0
2026-03-30,Martes,14,Licencia,113,3,45.67
2026-05-01,Viernes,9,Impuestos,46,5,29.2
2026-01-24,Martes,16,Impuestos,29,4,12.25
2026-04-28,Lunes,14,Licencia,74,5,33.8
2026-02-03,Miércoles,17,Certificado,25,2,24.5
2026-03-08,Jueves,16,Carnet,11,5,14.2
2026-03-26,Lunes,17,Pasaporte,29,3,15.67
2026-03-06,Jueves,14,Carnet,123,3,48.0
2026-01-31,Viernes,12,Impuestos,95,2,59.5
2026-02-21,Viernes,10,Impuestos,45,5,28.0
2026-01-12,Jueves,14,Licencia,117,4,37.25
2026-01-14,Lunes,13,Certificado,112,2,61.0
2026-03-21,Jueves,17,Carnet,24,6,15.0
2026-02-16,Viernes,7,Certificado,19,5,18.8
2026-03-18,Lunes,14,Pasaporte,106,5,29.2
2026-01-01,Lunes,12,Licencia,105,4,42.25
2026-04-25,Lunes,9,Carnet,71,3,41.67
2026-03-20,Martes,10,Impuestos,52,2,43.0
2026-04-16,Jueves,10,Licencia,85,4,29.25
2026-04-29,Viernes,17,Certificado,12,5,21.4
2026-01-18,Viernes,14,Impuestos,60,6,16.0
2026-04-18,Viernes,16,Pasaporte,35,6,15.83
2026-04-04,Viernes,9,Impuestos,46,5,24.2
2026-02-23,Miércoles,16,Carnet,20,4,22.0
2026-02-27,Viernes,9,Carnet,48,5,23.6
2026-04-02,Viernes,15,Carnet,18,3,17.0
2026-03-29,Lunes,12,Carnet,76,3,40.33
2026-03-13,Viernes,14,Carnet,134,6,40.33
2026-04-23,Lunes,13,Impuestos,61,6,18.17
2026-01-19,Martes,7,Carnet,8,3,15.67
2026-03-29,Martes,11,Certificado,49,2,38.5
2026-01-05,Viernes,12,Impuestos,117,2,70.5
2026-01-31,Jueves,15,Impuestos,23,2,28.5
2026-04-11,Lunes,17,Carnet,25,6,10.17
2026-01-26,Viernes,16,Certificado,33,3,27.0
2026-04-05,Jueves,16,Pasaporte,17,3,19.67
2026-03-29,Jueves,8,Licencia,51,3,25.0
2026-02-24,Martes,11,Certificado,75,4,27.75
2026-04-19,Martes,11,Licencia,40,4,29.0
2026-01-20,Jueves,12,Certificado,136,2,82.0
2026-03-12,Martes,12,Certificado,69,4,29.25
2026-01-09,Lunes,15,Carnet,15,5,20.0
2026-01-29,Miércoles,10,Carnet,82,4,35.5
2026-01-28,Lunes,16,Carnet,38,5,12.6
2026-02-27,Lunes,10,Carnet,97,6,28.17
2026-02-18,Lunes,8,Certificado,64,4,30.0
2026-04-16,Jueves,12,Licencia,125,6,39.83
2026-02-07,Lunes,17,Pasaporte,17,4,11.25
2026-04-09,Martes,15,Pasaporte,39,2,26.5
2026-04-21,Viernes,17,Impuestos,32,2,27.0
2026-03-24,Jueves,8,Carnet,87,3,34.0
2026-01-05,Miércoles,8,Certificado,44,2,32.0
2026-01-10,Jueves,16,Impuestos,19,4,22.75
2026-03-22,Jueves,13,Licencia,115,4,33.75
2026-03-10,Lunes,7,Carnet,9,6,7.5
2026-04-29,Viernes,15,Licencia,11,4,16.75
2026-02-06,Jueves,14,Pasaporte,108,5,26.6
2026-03-10,Martes,10,Carnet,48,5,23.6
2026-03-28,Lunes,17,Licencia,28,2,23.0
2026-01-01,Miércoles,16,Pasaporte,30,6,12.0
2026-04-06,Martes,12,Pasaporte,87,5,26.4
2026-01-29,Martes,16,Certificado,21,3,15.0
2026-04-20,Miércoles,7,Licencia,40,5,15.0
2026-02-02,Miércoles,8,Carnet,52,6,28.67
2026-01-17,Viernes,17,Licencia,20,2,24.0
2026-04-26,Miércoles,10,Certificado,60,5,31.0
2026-03-26,Viernes,11,Certificado,84,6,23.0
2026-02-16,Miércoles,12,Pasaporte,114,3,43.0
2026-04-11,Miércoles,10,Pasaporte,85,5,30.0
2026-03-28,Miércoles,12,Carnet,121,5,43.2
2026-03-04,Miércoles,15,Pasaporte,11,3,10.67
2026-04-25,Lunes,15,Licencia,17,4,11.25
2026-04-19,Viernes,15,Pasaporte,6,6,18.0
2026-04-27,Martes,7,Carnet,40,4,30.0
2026-02-20,Martes,10,Impuestos,97,6,30.17
2026-03-06,Viernes,15,Licencia,10,5,18.0
2026-03-26,Viernes,10,Pasaporte,94,6,25.67
2026-02-27,Jueves,9,Carnet,51,6,17.5
2026-01-06,Lunes,10,Carnet,88,5,29.6
2026-02-17,Jueves,10,Impuestos,42,3,30.0
2026-04-28,Lunes,14,Certificado,65,2,47.5
2026-03-23,Jueves,11,Impuestos,93,4,33.25
2026-02-16,Jueves,16,Pasaporte,9,6,14.5
2026-03-08,Jueves,13,Certificado,105,4,46.25
2026-01-01,Martes,15,Licencia,13,5,12.6
2026-03-07,Martes,17,Pasaporte,22,3,16.33
2026-02-16,Miércoles,16,Licencia,12,3,22.0
2026-03-03,Viernes,17,Pasaporte,35,5,18.0
2026-03-24,Martes,13,Certificado,62,3,26.67
2026-03-17,Viernes,9,Pasaporte,48,6,14.0
2026-01-08,Viernes,9,Certificado,56,3,35.67
2026-03-23,Jueves,7,Certificado,23,2,22.5
2026-03-02,Viernes,14,Pasaporte,81,3,45.0
2026-04-12,Martes,16,Carnet,16,6,15.67
2026-04-29,Martes,14,Impuestos,136,6,29.67
2026-02-19,Viernes,9,Certificado,46,2,34.0
2026-03-29,Martes,13,Impuestos,79,6,21.17
2026-04-26,Lunes,16,Impuestos,7,6,9.17
2026-03-26,Jueves,9,Certificado,97,6,21.17
2026-02-23,Martes,12,Impuestos,65,6,28.83
2026-04-12,Jueves,13,Pasaporte,104,6,25.33
2026-02-02,Viernes,14,Certificado,89,2,58.5
2026-02-22,Viernes,11,Certificado,52,2,31.0
2026-01-16,Miércoles,15,Impuestos,5,5,12.0
2026-02-16,Miércoles,8,Certificado,49,5,22.8
2026-02-24,Jueves,16,Pasaporte,28,6,17.67
2026-02-22,Miércoles,15,Certificado,40,5,18.0
2026-03-13,Jueves,14,Pasaporte,92,4,39.0
2026-04-20,Martes,17,Licencia,12,3,23.0
2026-01-28,Martes,15,Impuestos,30,4,13.5
2026-03-23,Viernes,7,Impuestos,10,3,23.33
2026-01-12,Lunes,8,Certificado,56,3,34.67
2026-01-05,Viernes,13,Licencia,111,6,32.5
2026-04-10,Lunes,9,Pasaporte,80,5,35.0
2026-04-19,Lunes,17,Certificado,38,4,20.5
2026-03-07,Lunes,15,Carnet,19,6,13.17
2026-01-31,Miércoles,17,Impuestos,5,3,8.67
2026-02-15,Viernes,17,Licencia,30,5,17.0
2026-04-05,Viernes,8,Certificado,98,2,63.0
2026-02-14,Jueves,12,Impuestos,95,3,42.67
2026-03-15,Viernes,7,Licencia,21,3,25.0
2026-03-13,Lunes,8,Certificado,72,4,33.0
2026-02-02,Viernes,15,Impuestos,21,5,21.2
2026-04-09,Jueves,10,Certificado,88,4,41.0
2026-04-21,Lunes,7,Impuestos,35,2,30.5
2026-03-23,Jueves,10,Carnet,83,3,42.67
2026-03-08,Miércoles,15,Licencia,5,4,13.25
2026-02-21,Jueves,17,Carnet,26,2,23.0
2026-02-15,Martes,10,Pasaporte,97,6,29.17
2026-03-05,Martes,10,Pasaporte,55,3,31.33
2026-01-26,Martes,10,Licencia,93,6,31.5
2026-01-16,Viernes,8,Licencia,83,5,21.6
2026-04-19,Jueves,14,Certificado,107,6,32.83
2026-04-22,Jueves,11,Pasaporte,71,3,36.67
2026-04-07,Jueves,16,Certificado,13,2,24.5
2026-01-05,Jueves,15,Licencia,27,5,15.4
2026-03-31,Lunes,15,Pasaporte,34,4,13.5
2026-02-18,Viernes,16,Carnet,11,4,18.75
2026-01-24,Jueves,15,Certificado,21,3,20.0
2026-02-13,Martes,12,Impuestos,83,5,34.6
2026-03-31,Jueves,12,Pasaporte,106,5,34.2
2026-03-15,Miércoles,9,Pasaporte,76,3,33.33
2026-03-13,Martes,13,Impuestos,108,3,45.0
2026-04-14,Martes,7,Certificado,16,5,23.2
2026-03-10,Viernes,12,Certificado,122,4,43.5
2026-01-07,Martes,13,Carnet,72,3,30.0
2026-03-02,Miércoles,17,Carnet,11,5,17.2
2026-02-16,Lunes,15,Impuestos,40,4,26.0
2026-01-16,Miércoles,12,Carnet,137,3,55.67
2026-02-11,Lunes,17,Impuestos,37,5,26.4
2026-03-20,Miércoles,11,Impuestos,69,3,33.0
2026-03-22,Martes,16,Carnet,30,2,22.0
2026-01-30,Viernes,12,Impuestos,100,4,38.0
2026-02-04,Jueves,14,Pasaporte,106,6,36.67
2026-01-24,Lunes,7,Pasaporte,13,3,17.33
2026-01-22,Jueves,13,Certificado,73,2,43.5
2026-01-07,Lunes,7,Carnet,30,6,12.0
2026-03-21,Martes,9,Pasaporte,45,5,23.0
2026-04-05,Viernes,11,Pasaporte,68,3,31.67
2026-01-04,Jueves,7,Certificado,27,4,26.75
2026-04-30,Viernes,11,Pasaporte,75,5,24.0
2026-03-17,Viernes,16,Certificado,34,6,23.67
2026-02-09,Lunes,12,Impuestos,121,6,32.17
2026-02-09,Miércoles,12,Licencia,112,4,37.0
2026-01-01,Jueves,15,Certificado,13,4,17.25
2026-01-02,Jueves,14,Carnet,121,4,35.25
2026-03-18,Martes,10,Impuestos,90,2,61.0
2026-04-23,Martes,15,Impuestos,32,5,18.4
2026-04-17,Jueves,13,Pasaporte,88,4,29.0
2026-03-08,Jueves,16,Pasaporte,22,4,18.5
2026-04-20,Lunes,8,Impuestos,51,3,31.0
2026-03-21,Martes,14,Carnet,94,6,35.67
2026-01-03,Martes,9,Licencia,43,6,12.17
2026-02-06,Martes,11,Licencia,48,5,14.6
2026-01-20,Jueves,7,Carnet,36,3,27.0
2026-04-11,Miércoles,14,Licencia,107,5,27.4
2026-04-18,Lunes,9,Certificado,43,4,27.75
2026-03-02,Lunes,9,Licencia,52,4,30.0
2026-04-09,Lunes,10,Pasaporte,64,5,24.8
2026-02-28,Jueves,8,Carnet,73,3,44.33
2026-04-30,Miércoles,12,Impuestos,80,2,48.0
2026-03-23,Martes,11,Licencia,52,4,19.0
2026-01-31,Martes,17,Carnet,32,4,13.0
2026-03-16,Lunes,8,Certificado,65,3,26.67
2026-04-11,Lunes,14,Pasaporte,136,3,61.33
2026-01-21,Lunes,14,Licencia,71,6,26.83
2026-02-15,Martes,17,Impuestos,14,6,10.33
2026-01-30,Martes,12,Licencia,131,4,51.75
2026-03-30,Lunes,13,Impuestos,105,3,48.0
2026-04-01,Martes,14,Certificado,131,4,52.75
2026-01-24,Miércoles,15,Certificado,27,4,25.75
2026-04-28,Jueves,15,Carnet,15,2,16.5
2026-04-15,Lunes,11,Certificado,74,4,37.5
2026-02-18,Viernes,9,Pasaporte,96,2,64.0
2026-02-11,Martes,8,Certificado,82,6,30.67
2026-03-29,Miércoles,14,Impuestos,130,3,57.33
2026-03-24,Lunes,12,Pasaporte,74,2,44.0
2026-01-23,Martes,7,Licencia,17,2,28.5
2026-01-05,Lunes,16,Carnet,29,5,18.8
2026-01-29,Jueves,16,Licencia,9,2,15.5
2026-03-01,Miércoles,17,Licencia,8,4,20.0
2026-04-16,Lunes,16,Carnet,22,6,9.67
2026-01-10,Martes,10,Certificado,73,2,44.5
2026-02-19,Viernes,10,Pasaporte,52,6,20.67
2026-03-13,Jueves,15,Impuestos,31,2,31.5
2026-04-24,Viernes,8,Carnet,50,3,33.67
2026-03-26,Miércoles,9,Carnet,74,6,31.33
2026-03-12,Miércoles,12,Certificado,107,5,39.4
2026-01-31,Viernes,16,Carnet,39,3,30.0
2026-02-16,Lunes,14,Carnet,117,5,28.4
2026-03-18,Lunes,7,Carnet,38,3,26.67
2026-01-29,Miércoles,10,Certificado,94,4,28.5
2026-03-07,Jueves,15,Carnet,14,2,13.0
2026-01-20,Martes,9,Carnet,56,4,26.0
2026-04-14,Viernes,11,Pasaporte,45,6,24.5
2026-04-04,Martes,8,Impuestos,86,4,41.5
2026-04-16,Lunes,16,Certificado,11,6,15.83
2026-02-18,Miércoles,8,Impuestos,89,2,59.5
2026-02-23,Jueves,8,Licencia,95,3,36.67
2026-02-09,Miércoles,15,Certificado,7,4,10.75
2026-03-31,Jueves,10,Certificado,49,2,41.5
2026-03-15,Miércoles,15,Impuestos,10,3,21.33
2026-01-19,Viernes,9,Licencia,61,2,50.5
2026-03-12,Viernes,13,Impuestos,93,2,63.5
2026-04-10,Viernes,9,Pasaporte,88,3,49.33
2026-03-04,Martes,13,Licencia,133,3,56.33
2026-02-04,Lunes,13,Impuestos,101,6,23.83
2026-02-24,Miércoles,12,Certificado,104,3,49.67
2026-03-25,Viernes,7,Impuestos,24,3,24.0
2026-03-21,Martes,9,Carnet,68,2,46.0
2026-01-20,Viernes,8,Pasaporte,47,2,35.5
2026-04-22,Miércoles,11,Impuestos,40,4,18.0
2026-03-02,Martes,7,Certificado,26,3,19.67
2026-03-08,Lunes,11,Impuestos,75,5,24.0
2026-03-16,Martes,17,Licencia,38,2,32.0
2026-02-06,Lunes,10,Impuestos,90,6,28.0
2026-03-25,Miércoles,7,Licencia,9,5,14.8
2026-01-03,Jueves,11,Certificado,95,5,31.0
2026-04-01,Viernes,8,Certificado,97,4,44.25
2026-01-12,Viernes,9,Licencia,52,6,27.67
2026-01-06,Miércoles,10,Impuestos,99,6,30.5
2026-02-20,Miércoles,9,Carnet,41,4,26.25
2026-01-31,Jueves,15,Licencia,22,2,24.0
2026-05-01,Miércoles,15,Impuestos,22,3,16.33
2026-03-26,Jueves,9,Pasaporte,45,5,21.0
2026-03-15,Jueves,9,Certificado,67,4,31.75
2026-01-17,Martes,10,Carnet,81,3,38.0
2026-03-30,Viernes,15,Pasaporte,13,5,11.6
2026-02-10,Martes,8,Carnet,75,6,20.5
2026-04-18,Jueves,9,Impuestos,86,2,58.0
2026-02-08,Lunes,14,Pasaporte,95,3,42.67
2026-01-24,Viernes,7,Pasaporte,22,6,15.67
2026-01-30,Jueves,17,Pasaporte,6,4,8.5
2026-03-06,Jueves,16,Impuestos,35,4,18.75
2026-03-02,Lunes,9,Impuestos,50,3,28.67
2026-04-08,Martes,7,Pasaporte,22,5,16.4
2026-01-09,Miércoles,9,Impuestos,99,5,39.8
2026-04-24,Viernes,10,Impuestos,67,5,19.4
2026-04-03,Viernes,12,Licencia,110,6,24.33
2026-02-27,Lunes,14,Certificado,65,3,38.67
2026-02-19,Jueves,15,Impuestos,8,3,16.67
2026-04-24,Martes,11,Impuestos,89,4,41.25
2026-02-07,Jueves,16,Impuestos,8,6,10.33
2026-01-12,Jueves,15,Impuestos,12,3,13.0
2026-02-11,Viernes,14,Pasaporte,63,3,40.0
2026-04-23,Martes,14,Licencia,71,4,32.75
2026-01-12,Lunes,8,Certificado,85,5,33.0
2026-04-01,Jueves,13,Certificado,125,6,30.83
2026-02-18,Martes,7,Pasaporte,15,4,12.75
2026-01-23,Jueves,7,Carnet,31,4,21.75
2026-03-22,Lunes,9,Certificado,47,3,26.67
2026-04-08,Jueves,11,Certificado,40,5,28.0
2026-04-14,Viernes,7,Impuestos,36,3,23.0
2026-02-28,Martes,13,Certificado,116,2,63.0
2026-02-05,Martes,16,Pasaporte,40,3,19.33
2026-01-08,Lunes,17,Certificado,27,2,22.5
2026-04-18,Lunes,16,Licencia,24,4,13.0
2026-02-23,Jueves,9,Certificado,50,4,22.5
2026-02-16,Miércoles,7,Impuestos,10,4,17.5
2026-04-15,Miércoles,8,Impuestos,88,5,24.6
2026-01-18,Viernes,8,Impuestos,84,4,36.0
2026-03-09,Lunes,10,Certificado,84,3,34.0
2026-04-04,Viernes,17,Carnet,38,2,39.0
2026-02-24,Martes,16,Certificado,25,4,22.25
2026-03-14,Martes,14,Certificado,126,5,45.2
2026-01-30,Lunes,11,Impuestos,52,2,34.0
2026-03-22,Jueves,8,Licencia,87,3,47.0
2026-02-12,Martes,12,Carnet,131,3,48.67
2026-02-02,Lunes,8,Licencia,59,4,29.75
2026-03-29,Martes,12,Pasaporte,103,5,25.6
2026-02-12,Martes,12,Impuestos,121,5,30.2
2026-01-20,Jueves,17,Impuestos,34,6,20.67
2026-04-29,Viernes,7,Certificado,38,4,24.5
2026-01-03,Lunes,10,Pasaporte,76,4,35.0
2026-02-05,Viernes,7,Certificado,26,5,15.2
2026-02-19,Miércoles,9,Licencia,78,2,53.0
2026-02-04,Miércoles,13,Impuestos,71,5,26.2
2026-04-17,Martes,11,Licencia,53,6,22.83
2026-02-17,Viernes,7,Licencia,17,2,27.5
2026-04-13,Miércoles,14,Impuestos,124,3,52.33
2026-04-04,Lunes,15,Certificado,24,4,15.0
2026-03-28,Jueves,9,Certificado,53,2,45.5
2026-01-15,Miércoles,7,Impuestos,24,2,19.0
2026-04-24,Lunes,7,Certificado,11,6,15.83
2026-04-08,Martes,11,Pasaporte,80,3,41.67
2026-02-06,Lunes,11,Carnet,74,4,37.5
2026-01-20,Viernes,9,Certificado,57,2,33.5
2026-03-07,Viernes,8,Carnet,53,6,24.83
2026-02-04,Martes,9,Licencia,100,4,37.0
2026-02-09,Lunes,16,Pasaporte,26,6,23.33
2026-01-04,Lunes,14,Licencia,66,2,50.0
2026-02-24,Viernes,13,Carnet,82,6,32.67
2026-02-09,Jueves,12,Certificado,85,6,21.17
2026-01-17,Jueves,8,Carnet,92,5,26.4
2026-03-29,Martes,17,Pasaporte,34,5,18.8
2026-04-21,Martes,16,Carnet,21,4,22.25
2026-04-11,Lunes,12,Impuestos,118,5,28.6
2026-01-15,Miércoles,12,Carnet,121,5,34.2
2026-03-19,Jueves,16,Licencia,13,6,10.17
2026-02-11,Jueves,15,Certificado,9,4,21.25
2026-02-22,Jueves,10,Impuestos,79,3,36.33
2026-01-09,Jueves,12,Certificado,86,6,32.33
2026-04-11,Lunes,12,Certificado,129,3,53.0
2026-04-18,Miércoles,14,Certificado,74,6,31.33
2026-01-13,Lunes,14,Certificado,82,4,37.5
2026-01-14,Lunes,17,Licencia,29,4,27.25
2026-01-28,Martes,9,Pasaporte,96,6,21.0
2026-02-27,Martes,15,Pasaporte,23,5,23.6
2026-03-29,Jueves,12,Carnet,98,6,30.33
2026-01-12,Martes,16,Carnet,5,6,17.83
2026-01-08,Viernes,12,Carnet,130,2,70.0
2026-01-15,Jueves,11,Certificado,95,2,59.5
2026-02-20,Jueves,17,Impuestos,25,5,22.0
2026-03-11,Martes,10,Pasaporte,82,3,47.33
2026-03-13,Miércoles,13,Pasaporte,106,5,30.2
2026-01-18,Jueves,7,Impuestos,9,2,13.5
2026-01-18,Viernes,8,Impuestos,48,5,28.6
2026-03-21,Viernes,9,Impuestos,69,6,29.5
2026-02-19,Viernes,12,Licencia,88,3,47.33
2026-03-15,Jueves,14,Certificado,90,6,28.0
2026-03-15,Miércoles,12,Licencia,64,2,52.0
2026-03-16,Jueves,14,Certificado,70,3,36.33
2026-01-11,Lunes,15,Certificado,10,3,23.33
2026-04-13,Miércoles,16,Certificado,24,6,10.0
2026-04-10,Viernes,7,Carnet,35,5,27.0
2026-02-23,Lunes,12,Certificado,97,4,34.25
2026-04-06,Lunes,11,Impuestos,86,6,27.33
2026-03-16,Viernes,9,Licencia,76,2,52.0
2026-02-06,Miércoles,14,Carnet,70,3,30.33
2026-01-17,Lunes,16,Licencia,22,4,18.5
2026-03-19,Jueves,9,Carnet,98,6,25.33
2026-04-14,Martes,9,Certificado,56,3,38.67
2026-04-21,Viernes,7,Pasaporte,26,2,22.0
2026-04-18,Jueves,14,Pasaporte,112,5,34.4
2026-01-27,Lunes,16,Licencia,27,2,26.5
2026-01-22,Jueves,14,Certificado,111,5,36.2
2026-01-30,Martes,13,Certificado,109,5,34.8
2026-04-22,Jueves,13,Carnet,61,4,34.25
2026-03-09,Jueves,17,Certificado,7,2,19.5
2026-04-28,Miércoles,17,Licencia,22,4,18.5
2026-02-02,Viernes,17,Pasaporte,30,5,18.0
2026-03-08,Lunes,12,Licencia,83,4,25.75
2026-01-02,Jueves,13,Carnet,72,6,20.0
2026-01-29,Lunes,11,Certificado,56,3,24.67
2026-01-12,Lunes,7,Licencia,18,6,11.0
2026-04-20,Lunes,16,Pasaporte,13,5,12.6
2026-02-02,Miércoles,11,Impuestos,69,2,53.5
2026-03-30,Lunes,17,Carnet,25,4,16.25
2026-04-10,Lunes,7,Carnet,29,5,20.8
2026-04-15,Jueves,11,Pasaporte,51,5,17.2
2026-03-20,Martes,13,Certificado,82,5,24.4
2026-04-09,Jueves,13,Carnet,87,6,22.5
2026-01-14,Jueves,7,Licencia,9,2,17.5
2026-04-25,Jueves,14,Carnet,79,2,45.5
2026-01-20,Viernes,12,Impuestos,110,6,23.33
